order_id,merchant_id,item_id,p_base_ordered,order_timestamp,ready_click_timestamp,actual_handover_timestamp,rider_travel_time_mins
ORD_00499,M_060,ITM_M_060_4,17,2026-03-02 03:38:00,2026-03-02 03:47:45.767265,2026-03-02 03:55:00,15
ORD_00500,M_052,ITM_M_052_1,20,2026-03-02 03:40:00,2026-03-02 03:57:22.712876,2026-03-02 04:00:00,5
ORD_00501,M_009,ITM_M_009_2,9,2026-03-02 03:42:00,2026-03-02 03:49:57.331200,2026-03-02 03:51:00,13
ORD_00502,M_045,ITM_M_045_0,13,2026-03-02 03:44:00,2026-03-02 03:51:13.100874,2026-03-02 03:57:00,10
ORD_00503,M_074,ITM_M_074_3,23,2026-03-02 03:46:00,2026-03-02 04:02:12.871609,2026-03-02 04:09:00,7
ORD_00504,M_069,ITM_M_069_2,24,2026-03-02 03:48:00,2026-03-02 04:06:18.178030,2026-03-02 04:12:00,14
ORD_00505,M_085,ITM_M_085_0,9,2026-03-02 03:50:00,2026-03-02 03:58:14.723173,2026-03-02 03:59:00,10
ORD_00506,M_039,ITM_M_039_2,22,2026-03-02 03:52:00,2026-03-02 04:08:45.456007,2026-03-02 04:14:00,11
ORD_00507,M_070,ITM_M_070_2,17,2026-03-02 03:54:00,2026-03-02 04:06:29.011586,2026-03-02 04:11:00,17
ORD_00508,M_049,ITM_M_049_2,14,2026-03-02 03:56:00,2026-03-02 04:06:27.535812,2026-03-02 04:10:00,9
ORD_00509,M_028,ITM_M_028_4,9,2026-03-02 03:58:00,2026-03-02 04:06:21.236920,2026-03-02 04:07:00,10
ORD_00510,M_032,ITM_M_032_2,14,2026-03-02 04:00:00,2026-03-02 04:12:33.381260,2026-03-02 04:14:00,16
ORD_00511,M_021,ITM_M_021_1,9,2026-03-02 04:02:00,2026-03-02 04:05:51.320363,2026-03-02 04:11:00,9
ORD_00512,M_090,ITM_M_090_4,10,2026-03-02 04:04:00,2026-03-02 04:09:33.946108,2026-03-02 04:14:00,17
ORD_00513,M_051,ITM_M_051_0,12,2026-03-02 04:06:00,2026-03-02 04:15:25.882324,2026-03-02 04:18:00,5
ORD_00514,M_053,ITM_M_053_4,20,2026-03-02 04:08:00,2026-03-02 04:26:53.439959,2026-03-02 04:28:00,8
ORD_00515,M_034,ITM_M_034_1,19,2026-03-02 04:10:00,2026-03-02 04:20:47.764889,2026-03-02 04:29:00,16
ORD_00516,M_061,ITM_M_061_1,18,2026-03-02 04:12:00,2026-03-02 04:26:30.927912,2026-03-02 04:30:00,13
ORD_00517,M_066,ITM_M_066_1,24,2026-03-02 04:14:00,2026-03-02 04:30:28.529165,2026-03-02 04:38:00,11
ORD_00518,M_081,ITM_M_081_0,12,2026-03-02 04:16:00,2026-03-02 04:21:44.480954,2026-03-02 04:28:00,11
ORD_00519,M_071,ITM_M_071_1,12,2026-03-02 04:18:00,2026-03-02 04:25:49.111824,2026-03-02 04:30:00,13
ORD_00520,M_051,ITM_M_051_2,20,2026-03-02 04:20:00,2026-03-02 04:37:25.882324,2026-03-02 04:40:00,8
ORD_00521,M_020,ITM_M_020_4,24,2026-03-02 04:22:00,2026-03-02 04:41:11.588869,2026-03-02 04:46:00,13
ORD_00522,M_079,ITM_M_079_3,8,2026-03-02 04:24:00,2026-03-02 04:27:21.736976,2026-03-02 04:32:00,6
ORD_00523,M_054,ITM_M_054_4,8,2026-03-02 04:26:00,2026-03-02 04:28:00.000000,2026-03-02 04:34:00,6
ORD_00524,M_074,ITM_M_074_0,22,2026-03-02 04:28:00,2026-03-02 04:43:12.871609,2026-03-02 04:50:00,8
ORD_00525,M_053,ITM_M_053_3,21,2026-03-02 04:30:00,2026-03-02 04:49:53.439959,2026-03-02 04:51:00,15
ORD_00526,M_070,ITM_M_070_3,23,2026-03-02 04:32:00,2026-03-02 04:50:29.011586,2026-03-02 04:55:00,16
ORD_00527,M_087,ITM_M_087_4,9,2026-03-02 04:34:00,2026-03-02 04:36:05.297360,2026-03-02 04:43:00,8
ORD_00528,M_085,ITM_M_085_4,14,2026-03-02 04:36:00,2026-03-02 04:49:14.723173,2026-03-02 04:50:00,14
ORD_00529,M_017,ITM_M_017_0,19,2026-03-02 04:38:00,2026-03-02 04:49:52.640282,2026-03-02 04:57:00,10
ORD_00530,M_062,ITM_M_062_4,18,2026-03-02 04:40:00,2026-03-02 04:56:55.683777,2026-03-02 04:58:00,10
ORD_00531,M_074,ITM_M_074_3,23,2026-03-02 04:42:00,2026-03-02 04:58:12.871609,2026-03-02 05:05:00,14
ORD_00532,M_087,ITM_M_087_0,14,2026-03-02 04:44:00,2026-03-02 04:51:05.297360,2026-03-02 04:58:00,6
ORD_00533,M_014,ITM_M_014_4,8,2026-03-02 04:46:00,2026-03-02 04:52:38.466912,2026-03-02 04:54:00,10
ORD_00534,M_012,ITM_M_012_3,10,2026-03-02 04:48:00,2026-03-02 04:55:05.625005,2026-03-02 04:58:00,16
ORD_00535,M_099,ITM_M_099_3,20,2026-03-02 04:50:00,2026-03-02 05:06:27.917671,2026-03-02 05:10:00,6
ORD_00536,M_045,ITM_M_045_2,23,2026-03-02 04:52:00,2026-03-02 05:09:13.100874,2026-03-02 05:15:00,7
ORD_00537,M_067,ITM_M_067_0,21,2026-03-02 04:54:00,2026-03-02 05:07:00.390811,2026-03-02 05:15:00,7
ORD_00538,M_018,ITM_M_018_0,9,2026-03-02 04:56:00,2026-03-02 04:58:29.948052,2026-03-02 05:05:00,9
ORD_00539,M_073,ITM_M_073_2,17,2026-03-02 04:58:00,2026-03-02 05:12:25.875925,2026-03-02 05:15:00,17
ORD_00540,M_084,ITM_M_084_0,20,2026-03-02 05:00:00,2026-03-02 05:15:31.121349,2026-03-02 05:20:00,14
ORD_00541,M_066,ITM_M_066_2,9,2026-03-02 05:02:00,2026-03-02 05:04:00.000000,2026-03-02 05:11:00,9
ORD_00542,M_076,ITM_M_076_3,22,2026-03-02 05:04:00,2026-03-02 05:22:24.533341,2026-03-02 05:26:00,11
ORD_00543,M_012,ITM_M_012_0,23,2026-03-02 05:06:00,2026-03-02 05:26:05.625005,2026-03-02 05:29:00,6
ORD_00544,M_089,ITM_M_089_4,18,2026-03-02 05:08:00,2026-03-02 05:19:15.588795,2026-03-02 05:26:00,8
ORD_00545,M_022,ITM_M_022_0,13,2026-03-02 05:10:00,2026-03-02 05:22:20.054476,2026-03-02 05:23:00,5
ORD_00546,M_075,ITM_M_075_1,18,2026-03-02 05:12:00,2026-03-02 05:24:31.040446,2026-03-02 05:30:00,5
ORD_00547,M_034,ITM_M_034_0,17,2026-03-02 05:14:00,2026-03-02 05:22:47.764889,2026-03-02 05:31:00,16
ORD_00548,M_009,ITM_M_009_3,15,2026-03-02 05:16:00,2026-03-02 05:29:57.331200,2026-03-02 05:31:00,15
ORD_00549,M_036,ITM_M_036_3,14,2026-03-02 05:18:00,2026-03-02 05:23:43.332068,2026-03-02 05:32:00,16
ORD_00550,M_094,ITM_M_094_1,16,2026-03-02 05:20:00,2026-03-02 05:34:16.864583,2026-03-02 05:36:00,8
ORD_00551,M_066,ITM_M_066_3,16,2026-03-02 05:22:00,2026-03-02 05:30:28.529165,2026-03-02 05:38:00,15
ORD_00552,M_090,ITM_M_090_4,10,2026-03-02 05:24:00,2026-03-02 05:29:33.946108,2026-03-02 05:34:00,9
ORD_00553,M_054,ITM_M_054_3,15,2026-03-02 05:26:00,2026-03-02 05:34:51.846897,2026-03-02 05:41:00,12
ORD_00554,M_021,ITM_M_021_3,22,2026-03-02 05:28:00,2026-03-02 05:44:51.320363,2026-03-02 05:50:00,10
ORD_00555,M_002,ITM_M_002_0,8,2026-03-02 05:30:00,2026-03-02 05:36:17.638737,2026-03-02 05:38:00,12
ORD_00556,M_027,ITM_M_027_2,11,2026-03-02 05:32:00,2026-03-02 05:36:46.435275,2026-03-02 05:43:00,8
ORD_00557,M_032,ITM_M_032_3,16,2026-03-02 05:34:00,2026-03-02 05:48:33.381260,2026-03-02 05:50:00,12
ORD_00558,M_007,ITM_M_007_0,19,2026-03-02 05:36:00,2026-03-02 05:51:32.964976,2026-03-02 05:55:00,5
ORD_00559,M_079,ITM_M_079_2,11,2026-03-02 05:38:00,2026-03-02 05:44:21.736976,2026-03-02 05:49:00,8
ORD_00560,M_054,ITM_M_054_1,10,2026-03-02 05:40:00,2026-03-02 05:43:51.846897,2026-03-02 05:50:00,9
ORD_00561,M_099,ITM_M_099_3,20,2026-03-02 05:42:00,2026-03-02 05:58:27.917671,2026-03-02 06:02:00,5
ORD_00562,M_022,ITM_M_022_1,14,2026-03-02 05:44:00,2026-03-02 05:57:20.054476,2026-03-02 05:58:00,9
ORD_00563,M_032,ITM_M_032_1,8,2026-03-02 05:46:00,2026-03-02 05:52:33.381260,2026-03-02 05:54:00,7
ORD_00564,M_086,ITM_M_086_0,16,2026-03-02 05:48:00,2026-03-02 06:01:28.138268,2026-03-02 06:04:00,9
ORD_00565,M_022,ITM_M_022_4,24,2026-03-02 05:50:00,2026-03-02 06:13:20.054476,2026-03-02 06:14:00,16
ORD_00566,M_006,ITM_M_006_1,19,2026-03-02 05:52:00,2026-03-02 06:07:30.355852,2026-03-02 06:11:00,11
ORD_00567,M_036,ITM_M_036_0,21,2026-03-02 05:54:00,2026-03-02 06:06:43.332068,2026-03-02 06:15:00,17
ORD_00568,M_081,ITM_M_081_4,12,2026-03-02 05:56:00,2026-03-02 06:01:44.480954,2026-03-02 06:08:00,5
ORD_00569,M_078,ITM_M_078_1,18,2026-03-02 05:58:00,2026-03-02 06:14:16.641298,2026-03-02 06:16:00,17
ORD_00570,M_086,ITM_M_086_0,16,2026-03-02 06:00:00,2026-03-02 06:13:28.138268,2026-03-02 06:16:00,11
ORD_00571,M_049,ITM_M_049_1,19,2026-03-02 06:02:00,2026-03-02 06:17:27.535812,2026-03-02 06:21:00,17
ORD_00572,M_062,ITM_M_062_2,20,2026-03-02 06:04:00,2026-03-02 06:22:55.683777,2026-03-02 06:24:00,7
ORD_00573,M_083,ITM_M_083_4,9,2026-03-02 06:06:00,2026-03-02 06:09:10.577744,2026-03-02 06:15:00,17
ORD_00574,M_043,ITM_M_043_0,18,2026-03-02 06:08:00,2026-03-02 06:20:23.104490,2026-03-02 06:26:00,13
ORD_00575,M_063,ITM_M_063_4,18,2026-03-02 06:10:00,2026-03-02 06:26:22.171797,2026-03-02 06:28:00,11
ORD_00576,M_082,ITM_M_082_4,24,2026-03-02 06:12:00,2026-03-02 06:33:35.277699,2026-03-02 06:36:00,13
ORD_00577,M_050,ITM_M_050_4,24,2026-03-02 06:14:00,2026-03-02 06:36:42.752339,2026-03-02 06:38:00,5
ORD_00578,M_003,ITM_M_003_2,16,2026-03-02 06:16:00,2026-03-02 06:29:38.961691,2026-03-02 06:32:00,5
ORD_00579,M_076,ITM_M_076_3,22,2026-03-02 06:18:00,2026-03-02 06:36:24.533341,2026-03-02 06:40:00,5
ORD_00580,M_045,ITM_M_045_0,13,2026-03-02 06:20:00,2026-03-02 06:27:13.100874,2026-03-02 06:33:00,10
ORD_00581,M_010,ITM_M_010_2,18,2026-03-02 06:22:00,2026-03-02 06:32:51.089170,2026-03-02 06:40:00,15
ORD_00582,M_062,ITM_M_062_1,17,2026-03-02 06:24:00,2026-03-02 06:39:55.683777,2026-03-02 06:41:00,9
ORD_00583,M_072,ITM_M_072_0,11,2026-03-02 06:26:00,2026-03-02 06:32:23.599669,2026-03-02 06:37:00,7
ORD_00584,M_061,ITM_M_061_1,18,2026-03-02 06:28:00,2026-03-02 06:42:30.927912,2026-03-02 06:46:00,17
ORD_00585,M_041,ITM_M_041_0,13,2026-03-02 06:30:00,2026-03-02 06:41:19.728051,2026-03-02 06:43:00,16
ORD_00586,M_086,ITM_M_086_1,21,2026-03-02 06:32:00,2026-03-02 06:50:28.138268,2026-03-02 06:53:00,13
ORD_00587,M_091,ITM_M_091_0,22,2026-03-02 06:34:00,2026-03-02 06:49:30.074184,2026-03-02 06:56:00,6
ORD_00588,M_050,ITM_M_050_1,14,2026-03-02 06:36:00,2026-03-02 06:48:42.752339,2026-03-02 06:50:00,7
ORD_00589,M_034,ITM_M_034_4,23,2026-03-02 06:38:00,2026-03-02 06:52:47.764889,2026-03-02 07:01:00,14
ORD_00590,M_076,ITM_M_076_4,14,2026-03-02 06:40:00,2026-03-02 06:50:24.533341,2026-03-02 06:54:00,5
ORD_00591,M_088,ITM_M_088_0,19,2026-03-02 06:42:00,2026-03-02 06:56:28.775956,2026-03-02 07:01:00,6
ORD_00592,M_035,ITM_M_035_2,24,2026-03-02 06:44:00,2026-03-02 06:59:48.802792,2026-03-02 07:08:00,6
ORD_00593,M_042,ITM_M_042_2,18,2026-03-02 06:46:00,2026-03-02 07:02:30.576948,2026-03-02 07:04:00,6
ORD_00594,M_082,ITM_M_082_1,17,2026-03-02 06:48:00,2026-03-02 07:02:35.277699,2026-03-02 07:05:00,6
ORD_00595,M_061,ITM_M_061_3,21,2026-03-02 06:50:00,2026-03-02 07:07:30.927912,2026-03-02 07:11:00,16
ORD_00596,M_069,ITM_M_069_0,9,2026-03-02 06:52:00,2026-03-02 06:55:18.178030,2026-03-02 07:01:00,6
ORD_00597,M_068,ITM_M_068_1,19,2026-03-02 06:54:00,2026-03-02 07:06:21.778478,2026-03-02 07:13:00,17
ORD_00598,M_011,ITM_M_011_4,20,2026-03-02 06:56:00,2026-03-02 07:14:48.594269,2026-03-02 07:16:00,15
ORD_00599,M_013,ITM_M_013_0,11,2026-03-02 06:58:00,2026-03-02 07:03:34.332294,2026-03-02 07:09:00,13
ORD_00600,M_026,ITM_M_026_3,18,2026-03-02 07:00:00,2026-03-02 07:16:49.842328,2026-03-02 07:18:00,15
ORD_00601,M_086,ITM_M_086_2,20,2026-03-02 07:02:00,2026-03-02 07:19:28.138268,2026-03-02 07:22:00,10
ORD_00602,M_044,ITM_M_044_3,22,2026-03-02 07:04:00,2026-03-02 07:23:32.781546,2026-03-02 07:26:00,17
ORD_00603,M_074,ITM_M_074_0,22,2026-03-02 07:06:00,2026-03-02 07:21:12.871609,2026-03-02 07:28:00,14
ORD_00604,M_076,ITM_M_076_1,22,2026-03-02 07:08:00,2026-03-02 07:26:24.533341,2026-03-02 07:30:00,7
ORD_00605,M_053,ITM_M_053_0,18,2026-03-02 07:10:00,2026-03-02 07:26:53.439959,2026-03-02 07:28:00,13
ORD_00606,M_064,ITM_M_064_4,15,2026-03-02 07:12:00,2026-03-02 07:21:44.533828,2026-03-02 07:27:00,12
ORD_00607,M_064,ITM_M_064_3,16,2026-03-02 07:14:00,2026-03-02 07:24:44.533828,2026-03-02 07:30:00,14
ORD_00608,M_023,ITM_M_023_2,23,2026-03-02 07:16:00,2026-03-02 07:30:57.024130,2026-03-02 07:39:00,6
ORD_00609,M_095,ITM_M_095_3,13,2026-03-02 07:18:00,2026-03-02 07:27:50.365811,2026-03-02 07:31:00,6
ORD_00610,M_015,ITM_M_015_2,15,2026-03-02 07:20:00,2026-03-02 07:28:01.183235,2026-03-02 07:35:00,10
ORD_00611,M_045,ITM_M_045_4,16,2026-03-02 07:22:00,2026-03-02 07:32:13.100874,2026-03-02 07:38:00,6
ORD_00612,M_032,ITM_M_032_1,8,2026-03-02 07:24:00,2026-03-02 07:30:33.381260,2026-03-02 07:32:00,7
ORD_00613,M_052,ITM_M_052_0,14,2026-03-02 07:26:00,2026-03-02 07:37:22.712876,2026-03-02 07:40:00,15
ORD_00614,M_028,ITM_M_028_1,14,2026-03-02 07:28:00,2026-03-02 07:41:21.236920,2026-03-02 07:42:00,5
ORD_00615,M_098,ITM_M_098_0,15,2026-03-02 07:30:00,2026-03-02 07:37:36.578535,2026-03-02 07:45:00,10
ORD_00616,M_025,ITM_M_025_4,14,2026-03-02 07:32:00,2026-03-02 07:41:21.242982,2026-03-02 07:46:00,12
ORD_00617,M_062,ITM_M_062_4,18,2026-03-02 07:34:00,2026-03-02 07:50:55.683777,2026-03-02 07:52:00,11
ORD_00618,M_098,ITM_M_098_0,15,2026-03-02 07:36:00,2026-03-02 07:43:36.578535,2026-03-02 07:51:00,16
ORD_00619,M_028,ITM_M_028_1,14,2026-03-02 07:38:00,2026-03-02 07:51:21.236920,2026-03-02 07:52:00,12
ORD_00620,M_040,ITM_M_040_4,17,2026-03-02 07:40:00,2026-03-02 07:50:54.645105,2026-03-02 07:57:00,9
ORD_00621,M_053,ITM_M_053_2,24,2026-03-02 07:42:00,2026-03-02 08:04:53.439959,2026-03-02 08:06:00,10
ORD_00622,M_061,ITM_M_061_2,13,2026-03-02 07:44:00,2026-03-02 07:53:30.927912,2026-03-02 07:57:00,9
ORD_00623,M_062,ITM_M_062_0,14,2026-03-02 07:46:00,2026-03-02 07:58:55.683777,2026-03-02 08:00:00,17
ORD_00624,M_020,ITM_M_020_3,15,2026-03-02 07:48:00,2026-03-02 07:58:11.588869,2026-03-02 08:03:00,15
ORD_00625,M_086,ITM_M_086_1,21,2026-03-02 07:50:00,2026-03-02 08:08:28.138268,2026-03-02 08:11:00,6
ORD_00626,M_003,ITM_M_003_1,19,2026-03-02 07:52:00,2026-03-02 08:08:38.961691,2026-03-02 08:11:00,16
ORD_00627,M_006,ITM_M_006_0,15,2026-03-02 07:54:00,2026-03-02 08:05:30.355852,2026-03-02 08:09:00,10
ORD_00628,M_010,ITM_M_010_1,19,2026-03-02 07:56:00,2026-03-02 08:07:51.089170,2026-03-02 08:15:00,9
ORD_00629,M_075,ITM_M_075_4,21,2026-03-02 07:58:00,2026-03-02 08:13:31.040446,2026-03-02 08:19:00,11
ORD_00630,M_041,ITM_M_041_0,13,2026-03-02 08:00:00,2026-03-02 08:11:19.728051,2026-03-02 08:13:00,11
ORD_00631,M_068,ITM_M_068_4,17,2026-03-02 08:02:00,2026-03-02 08:12:21.778478,2026-03-02 08:19:00,9
ORD_00632,M_020,ITM_M_020_1,16,2026-03-02 08:04:00,2026-03-02 08:15:11.588869,2026-03-02 08:20:00,13
ORD_00633,M_040,ITM_M_040_3,8,2026-03-02 08:06:00,2026-03-02 08:08:00.000000,2026-03-02 08:14:00,17
ORD_00634,M_091,ITM_M_091_0,22,2026-03-02 08:08:00,2026-03-02 08:23:30.074184,2026-03-02 08:30:00,16
ORD_00635,M_029,ITM_M_029_4,14,2026-03-02 08:10:00,2026-03-02 08:18:55.318591,2026-03-02 08:24:00,14
ORD_00636,M_037,ITM_M_037_0,19,2026-03-02 08:12:00,2026-03-02 08:25:43.788414,2026-03-02 08:31:00,12
ORD_00637,M_090,ITM_M_090_3,23,2026-03-02 08:14:00,2026-03-02 08:32:33.946108,2026-03-02 08:37:00,8
ORD_00638,M_030,ITM_M_030_3,15,2026-03-02 08:16:00,2026-03-02 08:24:45.040676,2026-03-02 08:31:00,12
ORD_00639,M_007,ITM_M_007_1,22,2026-03-02 08:18:00,2026-03-02 08:36:32.964976,2026-03-02 08:40:00,6
ORD_00640,M_075,ITM_M_075_0,22,2026-03-02 08:20:00,2026-03-02 08:36:31.040446,2026-03-02 08:42:00,17
ORD_00641,M_001,ITM_M_001_2,24,2026-03-02 08:22:00,2026-03-02 08:40:51.460493,2026-03-02 08:46:00,14
ORD_00642,M_034,ITM_M_034_2,22,2026-03-02 08:24:00,2026-03-02 08:37:47.764889,2026-03-02 08:46:00,15
ORD_00643,M_055,ITM_M_055_4,20,2026-03-02 08:26:00,2026-03-02 08:42:01.588625,2026-03-02 08:46:00,6
ORD_00644,M_025,ITM_M_025_0,11,2026-03-02 08:28:00,2026-03-02 08:34:21.242982,2026-03-02 08:39:00,14
ORD_00645,M_007,ITM_M_007_4,8,2026-03-02 08:30:00,2026-03-02 08:34:32.964976,2026-03-02 08:38:00,9
ORD_00646,M_048,ITM_M_048_4,15,2026-03-02 08:32:00,2026-03-02 08:45:44.051518,2026-03-02 08:47:00,17
ORD_00647,M_081,ITM_M_081_4,12,2026-03-02 08:34:00,2026-03-02 08:39:44.480954,2026-03-02 08:46:00,5
ORD_00648,M_041,ITM_M_041_0,13,2026-03-02 08:36:00,2026-03-02 08:47:19.728051,2026-03-02 08:49:00,13
ORD_00649,M_099,ITM_M_099_0,14,2026-03-02 08:38:00,2026-03-02 08:48:27.917671,2026-03-02 08:52:00,14
ORD_00650,M_025,ITM_M_025_1,9,2026-03-02 08:40:00,2026-03-02 08:44:21.242982,2026-03-02 08:49:00,8
ORD_00651,M_079,ITM_M_079_1,20,2026-03-02 08:42:00,2026-03-02 08:57:21.736976,2026-03-02 09:02:00,15
ORD_00652,M_008,ITM_M_008_4,11,2026-03-02 08:44:00,2026-03-02 08:46:49.836950,2026-03-02 08:55:00,9
ORD_00653,M_051,ITM_M_051_1,12,2026-03-02 08:46:00,2026-03-02 08:55:25.882324,2026-03-02 08:58:00,7
ORD_00654,M_047,ITM_M_047_1,9,2026-03-02 08:48:00,2026-03-02 08:52:39.849318,2026-03-02 08:57:00,9
ORD_00655,M_060,ITM_M_060_3,22,2026-03-02 08:50:00,2026-03-02 09:04:45.767265,2026-03-02 09:12:00,11
ORD_00656,M_003,ITM_M_003_2,16,2026-03-02 08:52:00,2026-03-02 09:05:38.961691,2026-03-02 09:08:00,6
ORD_00657,M_009,ITM_M_009_1,16,2026-03-02 08:54:00,2026-03-02 09:08:57.331200,2026-03-02 09:10:00,5
ORD_00658,M_067,ITM_M_067_3,12,2026-03-02 08:56:00,2026-03-02 09:00:00.390811,2026-03-02 09:08:00,16
ORD_00659,M_063,ITM_M_063_1,9,2026-03-02 08:58:00,2026-03-02 09:05:22.171797,2026-03-02 09:07:00,11
ORD_00660,M_006,ITM_M_006_1,19,2026-03-02 09:00:00,2026-03-02 09:15:30.355852,2026-03-02 09:19:00,12
ORD_00661,M_032,ITM_M_032_0,11,2026-03-02 09:02:00,2026-03-02 09:11:33.381260,2026-03-02 09:13:00,8
ORD_00662,M_019,ITM_M_019_4,21,2026-03-02 09:04:00,2026-03-02 09:17:40.327839,2026-03-02 09:25:00,5
ORD_00663,M_079,ITM_M_079_4,13,2026-03-02 09:06:00,2026-03-02 09:14:21.736976,2026-03-02 09:19:00,14
ORD_00664,M_051,ITM_M_051_1,12,2026-03-02 09:08:00,2026-03-02 09:17:25.882324,2026-03-02 09:20:00,15
ORD_00665,M_085,ITM_M_085_4,14,2026-03-02 09:10:00,2026-03-02 09:23:14.723173,2026-03-02 09:24:00,13
ORD_00666,M_083,ITM_M_083_2,24,2026-03-02 09:12:00,2026-03-02 09:30:10.577744,2026-03-02 09:36:00,12
ORD_00667,M_047,ITM_M_047_3,16,2026-03-02 09:14:00,2026-03-02 09:25:39.849318,2026-03-02 09:30:00,17
ORD_00668,M_032,ITM_M_032_2,14,2026-03-02 09:16:00,2026-03-02 09:28:33.381260,2026-03-02 09:30:00,7
ORD_00669,M_034,ITM_M_034_0,17,2026-03-02 09:18:00,2026-03-02 09:26:47.764889,2026-03-02 09:35:00,16
ORD_00670,M_081,ITM_M_081_3,24,2026-03-02 09:20:00,2026-03-02 09:37:44.480954,2026-03-02 09:44:00,5
ORD_00671,M_059,ITM_M_059_4,23,2026-03-02 09:22:00,2026-03-02 09:37:31.692040,2026-03-02 09:45:00,12
ORD_00672,M_056,ITM_M_056_1,21,2026-03-02 09:24:00,2026-03-02 09:43:16.216332,2026-03-02 09:45:00,12
ORD_00673,M_099,ITM_M_099_3,20,2026-03-02 09:26:00,2026-03-02 09:42:27.917671,2026-03-02 09:46:00,13
ORD_00674,M_071,ITM_M_071_1,12,2026-03-02 09:28:00,2026-03-02 09:35:49.111824,2026-03-02 09:40:00,15
ORD_00675,M_095,ITM_M_095_4,22,2026-03-02 09:30:00,2026-03-02 09:48:50.365811,2026-03-02 09:52:00,13
ORD_00676,M_067,ITM_M_067_2,23,2026-03-02 09:32:00,2026-03-02 09:47:00.390811,2026-03-02 09:55:00,13
ORD_00677,M_024,ITM_M_024_3,24,2026-03-02 09:34:00,2026-03-02 09:56:44.137824,2026-03-02 09:58:00,6
ORD_00678,M_019,ITM_M_019_3,22,2026-03-02 09:36:00,2026-03-02 09:50:40.327839,2026-03-02 09:58:00,14
ORD_00679,M_047,ITM_M_047_4,19,2026-03-02 09:38:00,2026-03-02 09:52:39.849318,2026-03-02 09:57:00,14
ORD_00680,M_066,ITM_M_066_4,24,2026-03-02 09:40:00,2026-03-02 09:56:28.529165,2026-03-02 10:04:00,12
ORD_00681,M_052,ITM_M_052_0,14,2026-03-02 09:42:00,2026-03-02 09:53:22.712876,2026-03-02 09:56:00,15
ORD_00682,M_060,ITM_M_060_1,16,2026-03-02 09:44:00,2026-03-02 09:52:45.767265,2026-03-02 10:00:00,10
ORD_00683,M_045,ITM_M_045_3,20,2026-03-02 09:46:00,2026-03-02 10:00:13.100874,2026-03-02 10:06:00,5
ORD_00684,M_054,ITM_M_054_4,8,2026-03-02 09:48:00,2026-03-02 09:50:00.000000,2026-03-02 09:56:00,17
ORD_00685,M_018,ITM_M_018_1,10,2026-03-02 09:50:00,2026-03-02 09:53:29.948052,2026-03-02 10:00:00,9
ORD_00686,M_026,ITM_M_026_2,11,2026-03-02 09:52:00,2026-03-02 10:01:49.842328,2026-03-02 10:03:00,6
ORD_00687,M_077,ITM_M_077_4,22,2026-03-02 09:54:00,2026-03-02 10:15:06.059034,2026-03-02 10:16:00,5
ORD_00688,M_050,ITM_M_050_0,12,2026-03-02 09:56:00,2026-03-02 10:06:42.752339,2026-03-02 10:08:00,5
ORD_00689,M_089,ITM_M_089_2,19,2026-03-02 09:58:00,2026-03-02 10:10:15.588795,2026-03-02 10:17:00,10
ORD_00690,M_062,ITM_M_062_2,20,2026-03-02 10:00:00,2026-03-02 10:18:55.683777,2026-03-02 10:20:00,12
ORD_00691,M_052,ITM_M_052_4,15,2026-03-02 10:02:00,2026-03-02 10:14:22.712876,2026-03-02 10:17:00,17
ORD_00692,M_074,ITM_M_074_3,23,2026-03-02 10:04:00,2026-03-02 10:20:12.871609,2026-03-02 10:27:00,7
ORD_00693,M_065,ITM_M_065_0,10,2026-03-02 10:06:00,2026-03-02 10:10:43.480026,2026-03-02 10:16:00,9
ORD_00694,M_063,ITM_M_063_0,9,2026-03-02 10:08:00,2026-03-02 10:15:22.171797,2026-03-02 10:17:00,17
ORD_00695,M_031,ITM_M_031_4,15,2026-03-02 10:10:00,2026-03-02 10:21:08.056598,2026-03-02 10:25:00,15
ORD_00696,M_042,ITM_M_042_3,10,2026-03-02 10:12:00,2026-03-02 10:20:30.576948,2026-03-02 10:22:00,5
ORD_00697,M_072,ITM_M_072_2,24,2026-03-02 10:14:00,2026-03-02 10:33:23.599669,2026-03-02 10:38:00,5
ORD_00698,M_046,ITM_M_046_3,12,2026-03-02 10:16:00,2026-03-02 10:23:57.261733,2026-03-02 10:28:00,6
ORD_00699,M_049,ITM_M_049_2,14,2026-03-02 10:18:00,2026-03-02 10:28:27.535812,2026-03-02 10:32:00,14
ORD_00700,M_055,ITM_M_055_3,23,2026-03-02 10:20:00,2026-03-02 10:39:01.588625,2026-03-02 10:43:00,5
ORD_00701,M_012,ITM_M_012_0,23,2026-03-02 10:22:00,2026-03-02 10:42:05.625005,2026-03-02 10:45:00,6
ORD_00702,M_066,ITM_M_066_0,14,2026-03-02 10:24:00,2026-03-02 10:30:28.529165,2026-03-02 10:38:00,10
ORD_00703,M_043,ITM_M_043_4,24,2026-03-02 10:26:00,2026-03-02 10:44:23.104490,2026-03-02 10:50:00,8
ORD_00704,M_073,ITM_M_073_0,9,2026-03-02 10:28:00,2026-03-02 10:34:25.875925,2026-03-02 10:37:00,12
ORD_00705,M_044,ITM_M_044_3,22,2026-03-02 10:30:00,2026-03-02 10:49:32.781546,2026-03-02 10:52:00,5
ORD_00706,M_063,ITM_M_063_4,18,2026-03-02 10:32:00,2026-03-02 10:48:22.171797,2026-03-02 10:50:00,8
